"","V1","V2","V3","V4","V5","V6","V7"
"74",0.0924627519719544,0.107800175284838,0.175284837861525,0.178352322524102,0.221297107800175,0.0617879053461876,0.163014899211218
"75",0.117411850236278,0.117411850236278,0.168302435478008,0.346419483824064,0.150490730643402,0.0410759723736823,0.0588876772082879
"76",0.146031746031746,0.0522045855379189,0.10652557319224,0.131216931216931,0.267019400352734,0.123809523809524,0.173192239858907
"77",0.15451014242555,0.0548122572291757,0.109192921881744,0.251186879585671,0.299525248165732,0.0578334052654294,0.0729391454466983
"78",0.0903540903540904,0.107448107448107,0.107448107448107,0.0732600732600733,0.0561660561660562,0.333943833943834,0.231379731379731
"79",0.182715074980268,0.0915548539857932,0.0528808208366219,0.0694554064719811,0.116416732438832,0.243488555643252,0.243488555643252
"80",0.082815734989648,0.0683229813664596,0.256728778467909,0.0731538992408558,0.131124913733609,0.213250517598344,0.174603174603175
"81",0.17478354978355,0.114177489177489,0.121753246753247,0.0725108225108225,0.0800865800865801,0.288419913419913,0.148268398268398
"82",0.0803809523809524,0.0777142857142857,0.131047619047619,0.059047619047619,0.165714285714286,0.195047619047619,0.291047619047619
"83",0.0925714285714286,0.0925714285714286,0.152571428571429,0.260571428571429,0.188571428571429,0.0925714285714286,0.120571428571429
"84",0.109213250517598,0.105590062111801,0.283126293995859,0.138198757763975,0.0766045548654244,0.0874741200828157,0.199792960662526
"85",0.154401154401154,0.0887445887445888,0.136724386724387,0.146825396825397,0.202380952380952,0.0963203463203463,0.174603174603175
"86",0.0284824210057855,0.0409434801958166,0.741878059635069,0.0347129506008011,0.0720961281708945,0.0284824210057855,0.0534045393858478
"87",0.0770975056689342,0.140589569160998,0.1432350718065,0.193499622071051,0.315192743764172,0.0612244897959184,0.0691609977324263
"88",0.14040014040014,0.147771147771148,0.103545103545104,0.184626184626185,0.113373113373113,0.106002106002106,0.204282204282204
